subclip,w-axis,x-axis,y-axis,z-axis
00001-01,1.0836836411352746,0.990442865181373,0.4863453729917404,0.6367980242192767
00001-02,4.475934639416136,2.1441510964388937,2.1793401008976114,1.6464513323800303
00001-03,2.550493856589959,1.5489578313574088,0.17532342270155857,1.4225600214888297
00001-04,3.1189290820221247,1.5762781501045586,1.463068003945644,0.9315135661496129
00001-05,1.2492554023616054,2.427834495280248,0.7795623977498715,1.225243088739383
00001-06,1.9952823028507949,2.5482159277966363,3.0576165263825663,2.6840988238116665
00001-07,0.6172966970278717,0.9984710637724336,1.8331562362082496,1.0570635636399652
00001-08,2.396116282291656,0.797363141491786,1.326924418504539,1.0776902905846826
00001-09,0.7300569515602894,0.982924054432328,0.8961205134198054,0.5854757853416577
00001-10,3.0466363038999744,1.2038625026726366,2.5604624186975804,2.2656286851676066
00001-11,1.9837252445473739,1.5390791830914332,1.0821420965998003,0.810345000334276
00001-12,1.4641519658995372,1.1273917448771982,0.6924857341136942,0.290751966804509
00002-01,0.8878760826547264,2.0604057427588516,0.901618091356753,1.3565538870464025
00002-02,4.3881235726008425,7.208196955322312,5.881007738467649,3.146768837646874
00002-03,0.4543344991577474,2.934719776363463,2.623128871133053,0.8322648021448186
00002-04,3.4426955081734185,2.8689668536055697,2.9424907357533283,1.022239289202888
00002-05,0.2924332847398763,1.2587987480177492,2.147590428503683,0.9231496129231825
00002-06,2.365522284491315,2.5114828995338323,3.4809167949143704,0.8448566499108836
00002-07,1.1716001703071686,2.1933629422371688,3.2569625467447003,0.21371770701544737
00002-08,2.189170862549304,3.039573486185091,1.2632860881664014,0.4525145511963736
00002-09,1.0251315385914617,1.9081694046632642,1.9131410846547254,0.10902810708282926
00002-10,3.0303418562535662,1.578216055247653,2.595188720398652,1.9281319994391102
00002-11,5.553472503632842,1.4404898623741196,4.240010004937485,0.9378431721718838
00002-12,0.774685595230692,1.7435048690786705,0.6812767278098705,0.29731622632697147
00003-01,2.99548358801459,6.432911371909712,2.726498987492062,6.4670379384528
00003-02,4.368199373889205,12.261451052769951,4.027850807990977,8.536974302006433
00003-03,1.5680957179331254,8.089626300081342,1.0655821830300707,3.582096916364215
00003-04,1.5351412395876307,5.975112898666049,2.2319351944789374,5.56348951639062
00003-05,0.6741620224482487,2.7795854843295698,2.9625590945747446,2.217808126144092
00003-06,2.639050215805187,2.156264598711177,0.7493625718116159,3.4252165435550923
00003-07,2.7981878215196003,2.9860496211026293,1.1705377061358861,1.633156545082144
00003-08,2.7040693429996407,9.481987674663781,1.3421551412074373,1.748402683209065
00003-09,0.8148484347811468,3.0335571728886,3.1604444813346038,1.1519075911089771
00003-10,2.0074033543014838,2.0255518502206424,1.8607598980518523,2.5903440781896467
00003-11,0.17252605133904733,0.39068027707716196,2.321860818215935,0.4156613939883882
00003-12,1.9041475831681016,5.817886838937091,2.5793553545542407,1.5819107628862983
00004-01,2.2816595200876666,2.2411015165230217,4.053038092898947,8.385878964022579
00004-02,3.670930354857264,9.74072013426153,7.157524709211807,12.68269714678459
00004-03,0.9073477984180977,5.512727832565384,4.025016187212701,5.179177602037763
00004-04,1.0247021723998169,2.5677054054153423,4.366120156771059,8.667956523916281
00004-05,2.1480088289254806,4.062888980893941,4.669964918184663,3.5167682934887963
00004-06,3.411592323431165,3.8693982872832944,3.900683252443311,3.6131794804659796
00004-07,7.023785336449734,5.301761904372832,1.8140344888432562,1.9636627538059064
00004-08,4.231507139053869,7.904747091173097,1.7808876423904143,2.398398668556979
00004-09,1.9552616403273861,3.024747238130236,3.6958939763309955,1.1668608154832245
00004-10,0.6441026461344349,2.1223366445999434,0.5170442048071411,1.3543057366577351
00004-11,0.07436941902132187,0.5097518162421768,1.2015084839110433,0.7081179349398025
00004-12,3.0728789253276374,5.780813025919636,1.4057160548403316,1.4059741452824848
00005-01,0.6133643006175729,1.4700784298568577,0.5164195023985948,1.1171360938039718
00005-02,5.270129423391249,5.089148577645022,4.384297136660355,2.46159387275574
00005-03,1.8242085348693988,2.731604534774704,1.5981964895768879,1.1949888793196828
00005-04,3.144474576859287,4.240359708099127,2.3506334762253207,0.9435388981459225
00005-05,0.7695345747622767,2.51028725653517,1.8991391821366277,0.8937033160799903
00005-06,1.891867860775084,1.716039151364251,1.6473088164867993,1.742103356457196
00005-07,0.7680070854104017,2.239984167676886,3.4025269658593844,0.6737757012514055
00005-08,2.706244482056351,3.3062232324932044,1.3021923560794344,0.4479135299514351
00005-09,0.8828661555216953,0.7292350601401384,1.1913289200370742,0.9046231752131579
00005-10,0.7678313120766954,1.074322089589245,1.0109008433022424,0.5032256489824556
00005-11,3.551659629072356,1.7057975974139565,1.5615907425083817,1.1770208198627488
00005-12,1.526056702627462,1.721590377683896,0.602294403781393,0.1919022081955029
00006-01,0.3660102753600262,1.7816866917126246,0.26263155964098717,0.30823027324535596
00006-02,2.233725573733509,6.600617271102742,2.1051070757965755,0.805640266174365
00006-03,0.4072439018188406,3.1866226864329876,1.8518533947646953,0.8031166100542062
00006-04,2.0778764314052895,2.3199691160488833,1.7666022668718107,0.7134449360116986
00006-05,0.3527577022119192,1.5702106525490727,0.9662222211100683,0.3817136255114178
00006-06,2.108951226485209,1.6387289436149595,3.1743269510307894,1.1976422541813205
00006-07,0.5264910385491437,3.692851760681678,1.5313480522051717,1.0585109076870913
00006-08,1.2983946479799884,0.7412130206566048,2.3895980486121746,0.7518002835174706
00006-09,0.5088624018638216,0.9327712555888343,0.9167191755895988,0.386093698042517
00006-10,0.7964996670806475,0.6181635110828723,1.311934569653654,0.3866840778817613
00006-11,1.063733772446467,1.0855710016843834,0.7059187355520951,0.4162934578988988
00006-12,2.85238816189047,0.6843483269637985,1.4383128044495237,0.5422872798425286
00007-01,1.8223412664481105,7.42151841034097,3.7160983509497734,5.9164467625478165
00007-02,3.6588294711579366,13.36843736227402,6.428844544779547,9.168096260719198
00007-03,1.3513700516259015,9.4076367120195,5.54457862185502,7.521379725019456
00007-04,1.945613838651375,4.940419120363215,1.6677205797566645,6.062937645559052
00007-05,0.48995388620966285,6.786050705262145,3.961409853701349,2.305042751819894
00007-06,4.3156059023867765,3.6164889083603744,5.0756819951629755,3.9963976533975343
00007-07,5.148722018420763,5.018337281262879,1.672433729295895,1.17941045914965
00007-08,3.796233114649674,8.488532212389606,2.0203231081321276,3.4198404613881292
00007-09,0.7891448877348679,3.1078762082344924,3.1261001952846312,0.9154766959188511
00007-10,0.24322444215491484,3.1255216526484118,0.6319510666975084,2.3492596963609533
00007-11,0.2940299944668423,0.7999650922758574,1.7412733620861451,1.2773818435061997
00007-12,2.398534569505119,6.695369469334877,1.5080721900350191,1.9965256410906764
00008-01,2.2883201745963024,4.773535052788779,5.421895812261955,9.013866202840438
00008-02,3.4105015566025347,10.360148115884119,8.02994009200623,11.527360682789274
00008-03,0.6742917374763568,6.817805224654641,5.485681370972131,7.9346680859859635
00008-04,0.98112682691721,3.7201248826079065,3.3567166293535005,7.714642391044689
00008-05,0.4864573720975928,5.008619872036798,3.7309118087894806,1.429718307699354
00008-06,5.23187754829109,1.4850868810081421,3.167663061913736,3.89184884109089
00008-07,5.954719166140686,3.3607732129195576,1.386102529176906,1.9388948009460172
00008-08,2.6888766373291926,8.251626230328727,1.5057066971642379,2.2442252111734704
00008-09,1.2817124796452726,2.127437430731462,3.0378509700989698,1.340692020093466
00008-10,0.5335175332873419,2.451666432485613,0.5896620179659923,1.9524046338385495
00008-11,0.028327664849899837,0.8984937866010472,2.000221994830957,1.8730431839093582
00008-12,2.327423004271107,5.6688926973251625,1.5325394403830024,1.1208484044417817
00009-01,0.9398441622085932,1.0183690595404544,1.5482991368523207,0.5480431508326439
00009-02,1.8313614550764017,3.1616525678576597,1.264191466535879,1.3654042055549265
00009-03,2.4438580233473526,1.114975275143253,2.3365756529425985,1.1466539881248368
00009-04,2.2624238524596896,0.8494732560048656,1.051264975026277,0.9042075675413104
00009-05,0.6069233576873261,2.225025544101527,1.197703259069883,0.8797716766233179
00009-06,2.416643294527325,3.25467296622151,3.4038404917324616,0.8714816595937946
00009-07,0.8967641926074705,2.3189522523449617,2.2582723992826415,1.0164517664244017
00009-08,1.5559475393401845,0.7202620313709797,1.8934165719460885,0.4449241575776036
00009-09,0.7657226053199097,0.6619757321640057,1.1655529733866927,0.5355489227675468
00009-10,1.6016202954405487,0.7482699568363336,1.5925502788473558,0.4895224481135443
00009-11,2.4925720168478214,1.458414198422386,1.1878024759255852,0.39769704370010295
00009-12,3.1808052280780728,1.1020212502381372,1.3239546092102044,0.5287373414982404
00010-01,1.1220067342871423,0.7127103578165662,0.2709692492954517,1.5553218043924717
00010-02,5.869748606300032,6.970872422406639,8.060039963513951,3.4429927316724616
00010-03,1.807532615670989,2.2884296204548686,3.1747628446766467,0.9520295474121383
00010-04,4.7969280057119565,2.9886479100217382,3.008184393969263,1.224141379130662
00010-05,1.0505297857572053,2.0181306851891865,1.4318488881112357,0.7073627899668133
00010-06,2.4974734304786996,3.3785483789533184,4.383460409105641,1.2780228142171366
00010-07,1.1127219744679178,4.72889246432867,2.919484105486964,0.6038706454076828
00010-08,2.838466880827323,1.6375856244551221,0.9493002946250239,0.821846554055729
00010-09,0.9606318328255399,1.1729922805057267,1.7227225688063632,0.2749839833115195
00010-10,5.4271283891641975,1.4566747244766338,4.6328465215778785,1.7197253292868324
00010-11,2.191136661239343,1.3503224960645683,1.599828048328591,0.7972585617972417
00010-12,1.9113744383092979,1.4185141021937433,0.8389758901999624,0.4210622273095344
00011-01,4.238506896027517,2.7254509135760983,4.331312087284925,4.359314772578846
00011-02,5.28701999863182,6.214307765729579,7.782879452177126,6.2486378278971015
00011-03,2.82563914085321,3.3864890808036794,3.041241173402469,1.7933667947972638
00011-04,0.8214453072577012,2.9050223506801283,3.7219846623038206,2.8933763502131407
00011-05,1.478973379893305,1.5619507205856642,4.082552266881547,0.6694052811231969
00011-06,3.0176437277953485,1.739870684069197,1.7988394842606976,1.986868448158162
00011-07,1.2106632691645527,2.273350682276125,0.7359639928696678,0.9504216339143845
00011-08,3.821406670546952,4.533657213354239,2.4384225997077533,1.15468377816567
00011-09,2.18886447192456,1.926429916357926,4.915499233632317,0.3102861368683849
00011-10,0.800108830860652,1.2147843626771424,0.7331125529225445,0.9546284152412254
00011-11,0.3269747826276276,0.3339590224207218,1.8664010562416018,1.4889511056042362
00011-12,0.7861459832583279,2.9319823004432264,1.5352563676586055,0.285000667662534
00012-01,6.238709562130626,3.983016258679052,5.769305638068992,7.882288645748107
00012-02,6.430393500796679,9.543795182725093,8.900085625823948,11.690367448551692
00012-03,3.36866692166543,4.250776633340918,4.329921640517964,4.831642113005551
00012-04,2.594885042378928,2.511270256614332,3.619900215544819,9.040303570479566
00012-05,5.734297270884117,4.408521564508828,3.149319594611397,2.6627169349928117
00012-06,3.5211232648437547,1.8108932412351006,1.3550095038267012,2.7029832330296846
00012-07,0.6802472730624529,3.3117002494986365,1.3414816833613339,2.5962403997554695
00012-08,2.460672542728596,6.323114283249818,1.1080136690349813,0.9569083335593876
00012-09,2.3090768833960733,2.602516971719901,4.221483952084307,1.5214455085054517
00012-10,0.6038349256237223,3.184207724978112,3.6345982839746434,2.3123574588393137
00012-11,0.24224930583438237,0.6322130679329363,3.3403260073664303,1.6778038782060372
00012-12,0.9564536174883702,5.426448314860368,2.2892449995804873,1.7416441630704038
00013-01,1.9743978497953638,0.5898480236407903,0.7416079824805983,0.557535875330056
00013-02,6.96074129208192,3.6489509703502687,1.1515768403318527,2.159923993374509
00013-03,1.8889730305415973,1.45437950915598,0.6208285582173825,0.8304999763613186
00013-04,3.189286568793533,1.0038264964403707,1.1321881632772406,0.6293930794982769
00013-05,1.759383763478519,2.560479957857489,0.9993643424855098,0.8824670952854844
00013-06,1.428480603655351,1.8097085603809562,1.9834235217141658,2.0987216985411186
00013-07,0.6753419430855947,1.9328962880776435,2.835991777073538,1.3980803183751722
00013-08,2.2076278656952977,1.5080353590040652,1.7187992655812099,0.5393644827028894
00013-09,2.2000150869434987,0.38766229551927883,1.1958296848372656,0.2854531027702729
00013-10,3.1681729556279166,1.6675407358341985,2.984129409756898,1.294932118468273
00013-11,2.380772455773617,2.110742053880715,1.612134071810313,0.8356973088836688
00013-12,1.6654228766046308,1.7020371729127395,0.6287923267062153,0.4039432005314003
00014-01,0.6704632672797248,1.9851780999562767,0.7636820486839307,0.5277287742564044
00014-02,4.368764073820093,7.494086026607913,3.419294913141084,2.5151744631710975
00014-03,1.0947484984577813,3.22050415337413,1.255469917442259,0.7568976430458741
00014-04,3.3913669783959293,2.709083626480647,2.913372112776268,0.6444609720612988
00014-05,0.38228096118701205,1.930790258983044,1.4114806465965586,0.19690949308876923
00014-06,2.1557374644112803,1.8100410272352678,2.3924091648933272,1.0611580301126404
00014-07,0.9682020996661777,2.677092639594585,1.7846036438287687,0.5496259020033974
00014-08,2.742336219662898,3.3415188276544674,1.5651073034290235,0.30586011306906313
00014-09,0.6507743688971189,1.9273670606562996,2.0530605661946835,0.381095800416033
00014-10,1.9088104575774012,0.9376078149932701,1.6617592971652644,0.6167425525297137
00014-11,4.417412056027819,1.8490848692708974,2.8014234672852125,1.0768915301054254
00014-12,0.9589513107421949,1.3318073338320684,0.41684698618051513,0.2968499809964983
00015-01,1.2224178572846573,2.4488053411097366,2.7062531597004438,2.517176201456229
00015-02,5.017306452454626,8.016641576716884,7.168759327665565,4.855939464567919
00015-03,0.7472997623298789,2.2556932948205386,2.3859291871852824,0.7628573395852375
00015-04,2.548469780663625,2.7859960875994303,4.66367143449394,1.9381304835962638
00015-05,0.8509136431674545,1.799301096836318,2.44190475580323,0.5180073643043189
00015-06,1.9304025728577847,1.1019813615357519,1.3506509081469886,1.8367540168103196
00015-07,1.5897361700002106,2.297718096853713,2.604453453206031,0.5084918352084311
00015-08,1.7601854096299097,2.354390393628264,0.8989217621576382,1.0827550751375432
00015-09,0.8941946017410746,1.6967901909448502,1.9063130338583911,0.4013388440058441
00015-10,5.2941911658996075,1.1163658895851138,3.3195390730708385,1.5750418701563837
00015-11,1.1646404306567777,0.7737393877761959,2.4776736868350455,0.4054380955984035
00015-12,0.883964848238333,1.708656479436274,0.9396528934891941,0.366935805178902
00016-01,0.9330587471173329,3.2027573431750116,4.571772859982633,6.5155666250621955
00016-02,3.0338992403577745,9.031774535933295,7.588157363638199,9.609431405861928
00016-03,0.7673477235685168,4.802452309326931,4.562033941616867,4.676787285830618
00016-04,1.0023719364539754,3.0403268375344283,4.136079452548734,10.396017561595407
00016-05,0.7694657485236419,5.537086326731831,5.80870015330124,1.5048505830199332
00016-06,3.8162951682502,2.7365443903238775,3.841658447452432,2.163332229212824
00016-07,5.783700054314272,3.8422358392202582,2.1566850016160615,1.6868479810465355
00016-08,3.591615352513163,6.901581931811226,1.6994174300810816,1.902947455329671
00016-09,1.7762192897983295,2.794068790060821,4.062776484842607,1.601452871807146
00016-10,0.7631548435681736,2.79732626323273,0.621476773583111,1.388713128140168
00016-11,0.15120940999277943,0.532778816756996,2.0933535838829145,0.5752736388748709
00016-12,2.6926091036250397,6.397459274396085,1.5902135174580898,1.734689265505772
00017-01,0.20373880978981473,1.1998147962776677,0.4973278555183616,0.616599439184638
00017-02,1.3445955529858604,5.792319934005452,4.216725862048009,1.0190977923200557
00017-03,0.8255975067789113,1.633774232962053,1.3338130458437345,0.9438160210734556
00017-04,2.0068486804650414,1.856794280057938,1.331655413726378,0.7868390129063447
00017-05,0.8756633085107556,2.27969987150008,1.5609683857629575,0.8058781711685142
00017-06,2.219294172314787,3.2470502378817057,3.0803072236441102,2.4603651761908107
00017-07,0.4826315085796261,2.5029933971996945,1.5877229072692223,0.9243944741173156
00017-08,1.6814015339060109,1.0094454219023936,2.2739781652597375,0.7036249993154733
00017-09,0.5452367243974591,0.5987168694970451,1.043180378491813,0.396645628005909
00017-10,1.6986268063659218,0.9355422585911931,1.9075684508266235,0.7966571710656772
00017-11,1.7003890679588234,1.1599577516960586,1.157332144442066,0.5534098218459644
00017-12,4.289765269085756,0.6804714974919738,1.2815572094594567,0.7917226409039753
00018-01,0.2553414846268696,2.472273143827906,1.0781099932119689,0.33116615680033207
00018-02,1.7003348320407772,6.845871468751672,5.957372757079817,0.47235914295792375
00018-03,0.21481753554667324,2.325469354663297,3.499024741889807,0.21991298355587904
00018-04,1.8155356268327254,1.6728211137100957,3.599812420453418,0.29472387510824544
00018-05,0.4833441665508007,1.5826817791781713,1.7807322064298772,0.42478680691004783
00018-06,0.9056469526807921,1.9050251774518412,3.684015359329418,0.7686584464531273
00018-07,1.2900127130451078,1.930720335662746,3.2043108747351723,0.4537503290450429
00018-08,0.8795288025494407,1.4424101958174378,1.9449858083625917,0.19298845788636027
00018-09,0.22623372242159973,0.8553100811539036,2.0532026260349645,0.28804636642894305
00018-10,1.4458058908570326,1.0862258295515592,1.5452686869693546,0.494289851996388
00018-11,2.0786249032624915,1.590269787931013,2.930618338556928,0.5480422806840487
00018-12,1.6413549891696,1.3252011302735096,0.9432459361195686,0.3971256778374224
00019-01,1.2284057251186729,4.938939565111539,5.0072044738251344,6.254369570314984
00019-02,2.1399719861049302,10.75652539861742,6.570247376116046,7.292926730196881
00019-03,0.39458660990937483,4.5246718970222135,2.602000071126973,2.024134104831939
00019-04,1.1591584178292849,5.6823553421886945,2.936744398023106,4.297056474809494
00019-05,1.0605883282775421,4.007504189103433,4.05378528966342,1.4768230996848664
00019-06,3.5313976708937913,1.829494075996755,1.184736183597757,2.258767173885304
00019-07,4.451249079848113,2.5748375677884443,0.9829275743263108,1.0035789701065683
00019-08,1.8556406055633448,7.927849471241891,0.9369728116249416,1.7020133373748179
00019-09,0.6587973694056743,1.8785023669716272,2.9735863346873983,0.6134533310976281
00019-10,0.28126978295199995,3.0699603125888175,1.5768253293717671,1.971597815426735
00019-11,0.09814697482842186,0.5920288529774649,1.697235910202036,1.7411161175744811
00019-12,1.4951070838424894,4.037401203211983,1.2921385969573556,0.6222328117938861
00020-01,4.590501177246612,1.5364262125579708,3.648007399061099,11.931902628708334
00020-02,6.266857738912546,8.134516878684208,11.368393947702133,22.761490114826234
00020-03,2.826175776928671,3.8243694580333814,5.154711492656569,12.05365586649715
00020-04,1.8692671106621526,3.280016496491007,3.5405673920016403,12.547523914702854
00020-05,1.3857173031425696,4.124820289992303,7.411115514969043,5.301848479502657
00020-06,3.5813791040335334,3.107289141347525,4.492628786272587,6.152347224602919
00020-07,1.2570558690083924,2.5269049338213296,2.134033765309235,2.735259656878195
00020-08,3.0504470504886307,5.737952805938897,2.2991071548804785,3.914064071368434
00020-09,1.204773000937626,1.6614733388176903,3.4275023277739067,3.426470671606982
00020-10,0.5414960213610129,2.2664372079462516,1.29667142040963,4.02536866685721
00020-11,0.26385015834077086,0.6665963150632912,1.9830410425650649,1.1343311850629667
00020-12,1.4292694270487851,5.432002136155639,1.6193720826010876,3.120608584938617
00021-01,0.1417238894979334,1.0766988403299718,0.4885870647795227,0.5584651621207054
00021-02,2.1042692384537083,5.234881413540589,5.761107627026136,0.737473823373847
00021-03,0.772175499664441,1.5244994263918732,2.489576839740344,0.8479122270593081
00021-04,2.8929597522086348,2.278461488526758,2.710195982536995,0.867598248532893
00021-05,0.8021696664273208,2.1409040864139635,1.2905011213799584,0.46099327976674603
00021-06,0.8463413103134939,3.146761253665086,2.4973564172282487,1.1938502500103576
00021-07,0.5719364955204134,2.854325194356596,2.5940253051810656,1.4163170790281632
00021-08,1.794906514959172,0.8564083176869439,2.5218238086074627,0.36036082929157637
00021-09,0.5186386810264032,0.32435114755416633,1.4473671664699252,0.4863825088629792
00021-10,0.7435569643971689,0.8367361028773531,2.188779220703674,0.1483045396867663
00021-11,2.8412792822736406,1.6943964034847623,2.357100609719019,0.6821541410074836
00021-12,3.613690026254287,1.0970333907607066,1.4201498937666466,0.8864296388950575
00022-01,0.3246372416187997,2.217833021292147,0.8993712735102001,0.4506310380581167
00022-02,3.4276705321521903,7.065206749977264,4.470799259436107,1.3370810608055124
00022-03,1.0503030175914203,3.778162567449484,2.077354453692912,0.8360318178792551
00022-04,2.1272762434694306,2.725953662449764,2.6620058906682607,0.37859775479359253
00022-05,0.52516863834801,2.0216759853029167,1.430413710792883,0.31190663527050955
00022-06,2.132881864204977,1.439728313567826,2.7941734914332326,0.8404108970473404
00022-07,1.3091113819275875,2.861219004998717,2.4049719588969194,0.5301073285165074
00022-08,1.8544234242796493,2.943215288040044,1.82454290303567,0.4257237343270974
00022-09,0.6576431987876658,1.8832575546045243,1.982179635605681,0.11286255420445811
00022-10,3.109337086156149,1.1306077247662447,2.511652359578329,1.1972506098222513
00022-11,2.557376647369485,1.248934034069586,2.083871558186039,0.4733926840770553
00022-12,0.8813127975401355,1.1885157578227095,0.48823422408564143,0.2562957448345188
00023-01,1.8400875014279894,1.2060968812716781,3.384409280461582,3.0284313373710003
00023-02,2.5578515342991017,3.851866506745836,5.948347542244611,5.612701409189728
00023-03,1.5764414942215192,2.6188726323070783,4.457467949447456,3.2051634978182553
00023-04,1.1469530807112118,2.445571397586682,3.3586820160193596,3.0545361056859477
00023-05,0.6340277399740452,1.977392634097067,6.049666479668505,0.9545141395906945
00023-06,2.076654069477097,0.9060515718269038,1.515176523572742,0.9650885535518553
00023-07,1.169286274819955,1.6054704174165138,1.624424601012692,1.3509936322725347
00023-08,4.773885639848226,2.0816181549282775,0.8652007175339341,0.9685217309130738
00023-09,1.5158017894461424,1.658053806731373,2.0469477768850792,0.779016594126853
00023-10,0.421196641613085,0.23200266208797,0.41852519612241484,0.9207114676548156
00023-11,0.2292809587598032,0.2795614707191086,0.49497966841825236,0.3445024864023557
00023-12,1.2889610543359946,3.6701081528097155,0.689513050650427,0.4779136526093984
00024-01,4.388309015605433,2.308244362415395,2.904587973193451,2.432122462473215
00024-02,3.522042504160511,6.747419674342731,3.4695218665259073,3.469021203219121
00024-03,3.0091536792098066,3.6211514302481405,1.006283007724885,0.8289878065460806
00024-04,0.6470382399986665,2.9758739494492743,1.0176258730002856,2.005254215608367
00024-05,2.7134985795714326,2.635503839628666,0.8399869109437553,1.0303238931777008
00024-06,2.4023371028916105,1.3371599903367186,0.6884947694390627,1.3261319341607192
00024-07,1.143860315777768,1.4017561333349176,0.6706651632203965,2.1596008875977297
00024-08,0.8804484922949899,5.462529821545117,1.164334679295771,1.1880167271329005
00024-09,0.8344973166211883,2.4236703214463473,1.6579532034674422,1.0083959967993616
00024-10,0.26259085495933104,0.6369222867471885,1.312625997985888,0.2675008071214118
00024-11,0.206147159348525,0.50172092395335,0.8259889415083741,0.7790348116096298
00024-12,0.3410543858488621,2.6001094304083794,1.2578741137800444,1.2626031015578805
00025-01,1.5868068331582306,2.2684617053751954,0.7641164062052158,2.4979511011525735
00025-02,6.968601571674665,4.669007852238316,4.54246210832094,3.920299939535397
00025-03,2.4918447124457255,1.9964793797910305,0.9153011677923305,2.067020960109737
00025-04,4.317638756232713,1.9225751610269097,0.8948307150059245,1.8611496815089097
00025-05,1.4416740753034973,2.4755356029405533,1.2971978159729551,0.9990169512767108
00025-06,1.3207083845451797,2.3460953946293865,2.857937802758449,2.3060279828967474
00025-07,0.6894318112645113,2.0634174240279686,2.028449064023767,0.7205607478408995
00025-08,1.1294931740915257,1.5200757955527817,1.0104872644357203,0.6023103652838416
00025-09,0.8304486167671229,0.4002342248951943,1.397355971592191,0.39479745827695323
00025-10,0.9384641336401508,0.2011847869887639,1.2603764677406337,0.9577572567321407
00025-11,3.827561474799409,2.798702851886944,1.9756450589060872,1.743291679506137
00025-12,3.660554007999338,1.8735142155315643,1.64351770607686,1.1152177403903678
00026-01,0.7606675253413132,2.2972436949893673,1.200067266306374,1.0453883972796298
00026-02,4.171582031783952,6.151309632731775,2.383545686411043,2.545422871878626
00026-03,0.7179270168044722,3.7882333635544256,1.5821769009423703,1.205272770318089
00026-04,3.974602128468141,2.8832684531270703,2.4892342280057442,1.3164601868865125
00026-05,0.503944249990045,2.1372824379015722,1.938631305576042,0.6477146436959197
00026-06,1.6575365149752415,1.4685479859946529,1.215135547275298,0.8629925987223164
00026-07,1.6461706193208285,2.0702194169892607,1.2508090568668107,0.33703132519109147
00026-08,2.3561782854242335,3.22188474112968,0.7974378346210178,0.3371584411467736
00026-09,0.28725164051885704,1.1124336772714616,1.9797563571421457,0.34612138059040515
00026-10,1.7151821238029699,1.1137486599079098,1.1317065234977859,0.8408157573665322
00026-11,6.7094073160165815,1.8130725923062643,3.476040733506192,1.6058646803900853
00026-12,1.2318297521137966,1.705155043577703,0.19862957926391608,0.32460235206776494
00027-01,2.2519721147600813,3.330340557581973,3.075584198650127,2.6568418733830925
00027-02,3.5527358455578786,8.89591635241068,5.0694966183840835,8.613496439579862
00027-03,2.426166571010232,5.495953625708415,2.022192414386389,1.7898796851946135
00027-04,0.7832178489843524,7.245308965455689,2.7265983002997642,6.391669352415874
00027-05,1.9670440768132331,2.6188729406450086,3.289408039347741,0.6875571309446724
00027-06,3.6313980388997313,1.9803174940958284,1.732763365269707,3.9782752416929013
00027-07,1.3398644263180106,1.9614263920547654,0.9308317590057069,2.064224033168979
